;Portfolio;Identifier;ISIN;AssetClass;AssetID;DollarRateConvexity1pc;Duration;EquityDelta;FXDelta;InflationDelta1bp;MacaulayDuration;NetExposure;Nominal;RateDelta1bp;SpreadDelta1bp;SpreadDuration;TV;TVPercent;TV_prev;Counterparty;LiquidityScore;TV_before_stress
636;300193;FR001400QR88;FR001400QR88;Bond;ELECTRICITE DE FRANCE SA (EUR 4.750, 17-Jun-2044);35657.97871;11.7988638;0.0;0.0;0.0;12.36678018;1849048.767;1800000.0;-2024.3146303603403;-2024.3146303603403;11.7988638;1715686.0734;0.106681633;1849048.767;;8.0;1849048.767
637;300193;FR001400SCF6;FR001400SCF6;Bond;ACCOR S.A. (EUR 4.875, Perpetual);3100.031285;4.378319637;0.0;0.0;0.0;4.584370902;1242016.438;1200000.0;-502.75102656865215;-502.75102656865215;4.378319637;1148273.922991;0.071658652;1242016.438;;6.0;1242016.438
638;300193;FR001400SIL1;FR001400SIL1;Bond;UNIBAIL-RODAMCO (EUR 3.875, 11-Sep-2034);43542.09397;7.502352216;0.0;0.0;0.0;7.814318474;6190818.055;6200000.0;-4412.2251138403;-4412.2251138403;7.502352216;5881122.329115;0.357181807;6190818.055;;6.0;6190818.055
639;300193;FR001400U3P1;FR001400U3P1;Bond;ROQUETTE FRERES SA (EUR 3.774, 25-Nov-2031);20300.29195;5.605496226;0.0;0.0;0.0;5.832237338;5182361.885;5200000.0;-2805.2246808190716;-2805.2246808190716;5.605496226;5004418.1063;0.298998512;5182361.885;;7.0;5182361.885
640;300193;FR001400U660;FR001400U660;Bond;LA FRANCAISE DES JEUX SA (EUR 3.000, 21-Nov-2030);10604.56117;4.958455756;0.0;0.0;0.0;5.127794053;3461622.26;3500000.0;-1664.9303622673222;-1664.9303622673222;4.958455756;3357759.84338;0.199719727;3461622.26;;6.0;3461622.26
641;300193;FR001400UND4;FR001400UND4;Fund Unit;GROUPAMA CREDIT SHORT DURATION - GA;0.0;0.0;5016.343468;0.0;0.0;0.0;505270.0;505270.0;-0.0;-0.0;0.0;505270.0;0.029151762;505270.0;;;505270.0
642;300193;FR001400WKP0;FR001400WKP0;Bond;GROUPE BPCE SA (EUR 4.250, 16-Jul-2035);7627.878572;4.61058933;0.0;0.0;0.0;4.806614754;2824126.027;2800000.0;-1227.0421915975658;-1227.0421915975658;4.61058933;2661356.50732;0.162939119;2824126.027;;7.0;2824126.027
643;300193;FR001400WP90;FR001400WP90;Bond;GROUPE BPCE SA (EUR 4.000, 20-Jan-2034);17524.88646;6.542776782;0.0;0.0;0.0;6.808094536;3312940.068;3300000.0;-2071.826483682724;-2071.826483682724;6.542776782;3166585.92019;0.191141447;3312940.068;;8.0;3312940.068
644;300193;FR001400WRF6;FR001400WRF6;Bond;IPSOS (EUR 3.750, 22-Jan-2030);10274.93497;4.196725121;0.0;0.0;0.0;4.344195349;4572253.356;4500000.0;-1869.9212498592;-1869.9212498592;4.196725121;4455667.6836;0.263798048;4572253.356;;6.0;4572253.356
645;300193;FR001400WTD7;FR001400WTD7;Bond;SOCIETE CIVILE DES MOUSQUETAIRES SC (EUR 4.125, 29-Jan-2030);4711.543329;4.172430474;0.0;0.0;0.0;4.343943702;2113784.055;2100000.0;-859.5358777806787;-859.5358777806787;4.172430474;2060036.4299340001;0.121955645;2113784.055;;6.0;2113784.055
646;300193;FR001400YD27;FR001400YD27;Bond;IPSEN (EUR 3.875, 25-Mar-2032);10280.42535;5.910718252;0.0;0.0;0.0;6.143542482;2390080.767;2400000.0;-1361.3612848791936;-1361.3612848791936;5.910718252;2303207.87904;0.137896698;2390080.767;;6.0;2390080.767
647;300193;FXW1023850;Not Classified;Currency Forward;FXW1023850 MORGAN_STAN_DE EUR/USD 20250410;-0.0022161699999996287;0.05479452;-0.0;3304785.107741891;0.0;0.05479452;-57192.66999999806;-71982.08999999985;-3.6131606186629246;-0.0;0.0;659401.819500002;-0.0032997550000000153;-57192.66999999806;MORGAN STANLEY EUROPE SE;;-57192.66999999806
648;300193;LU2023296085;LU2023296085;Fund Unit;GROUPAMA CORPORATE HYBRID - GD;84333.42923;3.236585554;10.163328780090172;780.7840109537406;0.0;3.392994275;49381687.47;47914188.54;-15081.15834046863;-15201.623010902891;3.262438622;46595889.677102074;2.849071436;49381246.56;;;49381246.56
649;300193;OEM25 Cmdty;Not Classified;Bond Future;Euro-Bobl (Jun 25);154753.0943;0.0;0.0;0.0;0.0;0.0;56421410.0;47900000.0;-27240.73803;-27240.73803;0.0;0.0;0.0;0.0;;;0.0
650;300193;PTBCP2OM0058;PTBCP2OM0058;Bond;BANCO COMERCIAL PORTUGUES SA B (EUR 5.625, 2-Oct-2026);314.1642879;0.491803448;0.0;0.0;0.0;0.495564915;4369006.849;4200000.0;-214.16137206440777;-214.16137206440777;0.491803448;4354613.0661615;0.252071656;4369006.849;;5.0;4369006.849
651;300193;US00206RDR03;US00206RDR03;Bond;AT&T INC (USD 5.250, 1-Mar-2037);41490.25423;8.514215324;0.0;43576.617157049994;0.0;8.74116479;4591594.149;4628772.45;-3710.207015666364;-3710.207015666364;8.514215324;4357661.715705;0.264913923;4591594.149;;7.0;4591594.149
652;300193;US05584KAC27;US05584KAC27;Bond;GROUPE BPCE SA (USD 3.500, 23-Oct-2027);639.5760323;2.377494764;0.0;8804.523182812498;0.0;2.434949446;910434.076;925754.4899;-209.32707766653334;-209.32707766653334;2.377494764;880452.31828125;0.05252787;910434.076;;7.0;910434.076
653;300193;US25156PAC77;US25156PAC77;Bond;DEUTSCHE TELEKOM AG (USD 8.750, 15-Jun-2030);12137.02723;4.181082597;0.0;53436.41667855;0.0;4.283782784;5553887.397;4628772.45;-2234.2207182072593;-2234.2207182072593;4.181082597;5343641.667855;0.32043383;5553887.397;;9.0;5553887.397
654;300193;US92343VES97;US92343VES97;Bond;VERIZON COMMUNICATIONS INC (USD 3.875, 8-Feb-2029);1359.250827;3.379869413;0.0;9651.944527079999;0.0;3.455534198;1000354.237;1018329.939;-326.2231208305044;-326.2231208305044;3.379869413;965194.452708;0.057715851;1000354.237;;7.0;1000354.237
655;300193;US92343VEU44;US92343VEU44;Bond;VERIZON COMMUNICATIONS INC (USD 4.016, 3-Dec-2029);6966.771102;4.015325445;0.0;35060.9094777;0.0;4.109264771;3641298.114;3703017.96;-1407.8096195065048;-1407.8096195065048;4.015325445;3506090.94777;0.2100862;3641298.114;;9.0;3641298.114
656;300193;US92857WCA62;US92857WCA62;Bond;VODAFONE PLC (USD 5.750, 28-Jun-2054);126023.1319;13.43875537;0.0;41933.5619247;0.0;13.84692945;4482713.592;4628772.45;-5635.348804987897;-5635.348804987897;13.43875537;4193356.19247;0.258632014;4482713.592;;9.0;4482713.592
657;300193;USU04644CU90;USU04644CU90;Bond;AT&T INC (USD 3.500, 15-Sep-2053);8557.848365;15.27860402;0.0;2343.8520085200003;0.0;15.7223347;252273.4884;370301.796;-358.10786719658745;-358.10786719658745;15.27860402;234385.200852;0.014555023;252273.4884;;5.0;252273.4884
658;300193;USU31520AL04;USU31520AL04;Bond;FEDEX CORP (USD 2.400, 15-May-2031);3000.561922;5.41645013;0.0;8543.833156650002;0.0;5.550606018;891196.1982;1018329.939;-462.77246212035203;-462.77246212035203;5.41645013;854383.315665;0.051417933;891196.1982;;6.0;891196.1982
659;300193;USX10001AD18;USX10001AD18;Bond;ALLIANZ SE (USD 5.600, 3-Sep-2054);12767.33386;6.895212419;0.0;20452.55319855;0.0;7.096794816;2193282.725;2221810.776;-1410.2469881490015;-1410.2469881490015;6.895212419;2045255.3198550001;0.126542354;2193282.725;;8.0;2193282.725
660;300193;XS1382791975;XS1382791975;Bond;DEUTSCHE TELEKOM AG (EUR 1.500, 3-Apr-2028);1299.11855;2.841717661;0.0;0.0;0.0;2.918085601;1177196.055;1200000.0;-328.6632538678044;-328.6632538678044;2.841717661;1156565.4757979999;0.067918813;1177196.055;;8.0;1177196.055
661;300193;XS1405766624;XS1405766624;Bond;VERIZON COMMUNICATIONS INC (EUR 1.375, 2-Nov-2028);5043.871809;3.408867423;0.0;0.0;0.0;3.508329095;3337855.548;3500000.0;-1113.863267088361;-1113.863267088361;3.408867423;3267546.45714;0.192578956;3337855.548;;7.0;3337855.548
662;300193;XS1550938978;XS1550938978;Bond;AXA SA (USD 5.125, 17-Jan-2047);207.744749;1.678818202;0.0;5396.715172068;0.0;1.723364732;559469.9284;555452.6939;-90.6010366187732;-90.6010366187732;1.678818202;539671.5172067999;0.032278849;559469.9284;;7.0;559469.9284
663;300193;XS1700429480;XS1700429480;Bond;PRUDENTIAL PLC (USD 4.875, Perpetual);21606.37151;17.16119686;0.0;3738.33472227;0.0;17.3928914;425689.3014;462877.245;-641.542980974489;-641.542980974489;17.16119686;373833.472227;0.02456032;425689.3014;;6.0;425689.3014
664;300193;XS1708167652;XS1708167652;Bond;VERIZON COMMUNICATIONS INC (EUR 1.875, 26-Oct-2029);1092.766349;4.2579524;0.0;0.0;0.0;4.386131489;480056.8493;500000.0;-199.02470085717664;-199.02470085717664;4.2579524;467418.801716;0.027697078;480056.8493;;7.0;480056.8493
665;300193;XS1789751531;XS1789751531;Bond;COMPAGNIE FINANCIERE RICHEMONT AG (EUR 1.000, 26-Mar-2026);1409.172248;0.962530068;0.0;0.0;0.0;0.986301372;7552660.315;7660000.0;-722.7717688953747;-722.7717688953747;0.962530068;7509082.499596001;0.435753859;7552660.315;;8.0;7552660.315
666;300193;XS1808395930;XS1808395930;Bond;GRUPO FOSFORERA SA (EUR 2.000, 17-Apr-2026);78.06392136;0.978601134;0.0;0.0;0.0;1.006060243;404331.3973;400000.0;-39.335618321814664;-39.335618321814664;0.978601134;401957.6204764;0.023328067;404331.3973;;6.0;404331.3973
667;300193;XS1907120791;XS1907120791;Bond;AT&T INC (EUR 2.350, 5-Sep-2029);-11035.18047;4.013349062;0.0;0.0;0.0;4.135187534;2954987.342;3000000.0;-1157.4105298948382;-1157.4105298948382;4.013349062;2883901.9781600004;0.170489216;2954987.342;;8.0;2954987.342
668;300193;XS1953240261;XS1953240261;Bond;TELIA COMPANY AB (EUR 2.125, 20-Feb-2034);8533.98907;7.817316088;0.0;0.0;0.0;8.078769483;1182376.712;1300000.0;-880.3770698783558;-880.3770698783558;7.817316088;1126188.400172;0.068217713;1182376.712;;6.0;1182376.712
669;300193;XS1960248919;XS1960248919;Bond;JPMORGAN CHASE & CO. (EUR 1.090, 11-Mar-2027);976.6262101;0.919443187;0.0;0.0;0.0;0.945205482;5613572.383;5700000.0;-512.9650329461138;-512.9650329461138;0.919443187;5579083.517056;0.323877379;5613572.383;;8.0;5613572.383
670;300193;XS1961772560;XS1961772560;Bond;TELEFONICA SA (EUR 1.788, 12-Mar-2029);3382.073977;3.711256557;0.0;0.0;0.0;3.818324096;1920961.479;2000000.0;-697.0216940700551;-697.0216940700551;3.711256557;1878128.562024;0.110830667;1920961.479;;7.0;1920961.479
671;300193;XS1963116964;XS1963116964;Bond;SWISS REINSURANCE CO LTD (EUR 2.534, 30-Apr-2050);2536.083475;4.540862887;0.0;0.0;0.0;4.709475819;969507.2603;1000000.0;-415.36035094958095;-415.36035094958095;4.540862887;914716.786844;0.055936122;969507.2603;;6.0;969507.2603
672;300193;XS1968706108;XS1968706108;Bond;CREDIT AGRICOLE SA (EUR 2.000, 25-Mar-2029);1696.418458;3.738641372;0.0;0.0;0.0;3.863983078;950658.7671;1000000.0;-338.9187818841257;-338.9187818841257;3.738641372;906529.266012;0.054848651;950658.7671;;8.0;950658.7671
673;300193;XS1979280853;XS1979280853;Bond;VERIZON COMMUNICATIONS INC (EUR 0.875, 8-Apr-2027);1611.727636;1.943057261;0.0;0.0;0.0;1.995201427;2822912.836;2900000.0;-542.1189583139341;-542.1189583139341;1.943057261;2790030.789082;0.162869123;2822912.836;;6.0;2822912.836
674;300193;XS1979280937;XS1979280937;Bond;VERIZON COMMUNICATIONS INC (EUR 1.250, 8-Apr-2030);3761.612175;4.68027032;0.0;0.0;0.0;4.827030641;1388769.041;1500000.0;-631.7573084440666;-631.7573084440666;4.68027032;1349830.811576;0.080125604;1388769.041;;8.0;1388769.041
675;300193;XS2001175657;XS2001175657;Bond;KONINKLIJKE PHILIPS NV (EUR 0.500, 22-May-2026);863.5744292;1.108952887;0.0;0.0;0.0;1.137388964;3729045.151;3800000.0;-410.78584120459345;-410.78584120459345;1.108952887;3704267.74681;0.215148802;3729045.151;;6.0;3729045.151
676;300193;XS2002532724;XS2002532724;Bond;BECTON DICKINSON IRELAND HOLDINGS LTD (EUR 1.208, 4-Jun-2026);1125.245313;1.136167517;0.0;0.0;0.0;1.165979745;4670337.205;4700000.0;-526.690965794168;-526.690965794168;1.136167517;4635680.5481015;0.269457036;4670337.205;;6.0;4670337.205
677;300193;XS2009943379;XS2009943379;Bond;EURONEXT NV (EUR 1.125, 12-Jun-2029);2014.152148;3.96451372;0.0;0.0;0.0;4.083849354;1029193.0;1100000.0;-397.52069693213286;-397.52069693213286;3.96451372;1002697.2410935;0.059379716;1029193.0;;6.0;1029193.0
678;300193;XS2010032451;XS2010032451;Bond;THERMO FISHER SCIENTIFIC INC (EUR 2.375, 15-Apr-2032);6056.64972;6.131109103;0.0;0.0;0.0;6.333745719;1312255.803;1360000.0;-774.6955793047135;-774.6955793047135;6.131109103;1263548.83968;0.075711141;1312255.803;;6.0;1312255.803
679;300193;XS2010038730;XS2010038730;Bond;DOVER CORP (EUR 0.750, 4-Nov-2027);2496.13888;2.50377189;0.0;0.0;0.0;2.574226179;2855971.644;3000000.0;-704.3381325640514;-704.3381325640514;2.50377189;2813108.2363259997;0.164776465;2855971.644;;6.0;2855971.644
680;300193;XS2010045511;XS2010045511;Bond;NATIONAL GRID PLC (EUR 2.125, 5-Sep-2082);608.4949189;2.048292983;0.0;0.0;0.0;2.127959169;975801.3699;1000000.0;-192.8373347242875;-192.8373347242875;2.048292983;941453.8658520001;0.056299263;975801.3699;;5.0;975801.3699
681;300193;XS2013574038;XS2013574038;Bond;CAIXABANK (EUR 1.375, 19-Jun-2026);1538.251299;1.173882327;0.0;0.0;0.0;1.205441268;6070453.438;6100000.0;-707.0162994413705;-707.0162994413705;1.173882327;6022889.033931;0.350237321;6070453.438;;7.0;6070453.438
682;300193;XS2013618421;XS2013618421;Bond;FS FUNDING A/S (EUR 0.875, 18-Jun-2026);1748.829261;1.175824892;0.0;0.0;0.0;1.207608451;6896723.151;7000000.0;-805.1902486045901;-805.1902486045901;1.175824892;6847875.513462;0.397909294;6896723.151;;6.0;6896723.151
683;300193;XS2021462440;XS2021462440;Bond;PROLOGIS INC (EUR 0.875, 9-Jul-2029);3777.990052;4.053934742;0.0;0.0;0.0;4.182139556;1832405.479;2000000.0;-723.3030144764011;-723.3030144764011;4.053934742;1784199.94526;0.105721392;1832405.479;;5.0;1832405.479
684;300193;XS2022425024;XS2022425024;Bond;SNCF RESEAU (EUR 0.750, 25-May-2036);9482.870756;10.17152317;0.0;0.0;0.0;10.55585786;808356.8493;1100000.0;-770.1626677144254;-770.1626677144254;10.17152317;757175.355984;0.046638483;808356.8493;;8.0;808356.8493
685;300193;XS2035620710;XS2035620710;Bond;REPSOL INTERNATIONAL FINANCE BV (EUR 0.250, 2-Aug-2027);2937.468603;2.27119979;0.0;0.0;0.0;2.331948033;3978872.877;4200000.0;-891.3477194975682;-891.3477194975682;2.27119979;3924567.6378719998;0.229562716;3978872.877;;6.0;3978872.877
686;300193;XS2050933972;XS2050933972;Bond;RABOBANK NEDERLAND (EUR 3.250, Perpetual);702.4117488;1.655566071;0.0;0.0;0.0;1.698752319;1951428.571;2000000.0;-316.4832305043531;-316.4832305043531;1.655566071;1911631.532248;0.112588478;1951428.571;;5.0;1951428.571
687;300193;XS2051777873;XS2051777873;Bond;DS SMITH PLC (EUR 0.875, 12-Sep-2026);1640.683203;1.406090952;0.0;0.0;0.0;1.443230156;4889823.358;4990000.0;-681.7342800395451;-681.7342800395451;1.406090952;4848436.57567;0.28212038;4889823.358;;6.0;4889823.358
688;300193;XS2057069093;XS2057069093;Bond;HUTCHISON WHAMPOA LIMITED (EUR 0.750, 17-Apr-2026);752.5807419;1.010057567;0.0;0.0;0.0;1.038976233;3745510.603;3800000.0;-376.02146540231774;-376.02146540231774;1.010057567;3722772.6189820003;0.216098783;3745510.603;;7.0;3745510.603
689;300193;XS2063495811;XS2063495811;Bond;DIGITAL REALTY TRUST INC (EUR 1.125, 9-Apr-2028);2454.608708;2.868266203;0.0;0.0;0.0;2.955508151;2199656.986;2300000.0;-619.1578354094174;-619.1578354094174;2.868266203;2158648.4363335;0.126910119;2199656.986;;6.0;2199656.986
690;300193;XS2066706909;XS2066706909;Bond;ENEL SPA (EUR 0.375, 17-Jun-2027);1472.290741;2.144864078;0.0;0.0;0.0;2.202077414;2194863.849;2300000.0;-464.7173784888387;-464.7173784888387;2.144864078;2166651.879042;0.126633577;2194863.849;;7.0;2194863.849
691;300193;XS2082324018;XS2082324018;Bond;ARCELORMITTAL (EUR 1.750, 19-Nov-2025);59.00809071;0.617020681;0.0;0.0;0.0;0.633115221;600545.2603;600000.0;-36.91783223547326;-36.91783223547326;0.617020681;598324.0655019999;0.034648707;600545.2603;;6.0;600545.2603
692;300193;XS2100788780;XS2100788780;Bond;GENERAL MILLS INC (EUR 0.450, 15-Jan-2026);501.5417104;0.774557326;0.0;0.0;0.0;0.794520538;3701323.912;3760000.0;-285.35977608760095;-285.35977608760095;0.774557326;3684165.99403;0.213549413;3701323.912;;5.0;3701323.912
693;300193;XS2101349723;XS2101349723;Bond;BANCO BILBAO VIZCAYA ARGENTARIA SA (EUR 0.500, 14-Jan-2027);2096.340761;1.740377221;0.0;0.0;0.0;1.786699241;4432979.041;4600000.0;-762.545655925383;-762.545655925383;1.740377221;4381496.4176975;0.255762559;4432979.041;;7.0;4432979.041
694;300193;XS2101357072;XS2101357072;Bond;FRESENIUS SE & CO KGAA (EUR 0.750, 15-Jan-2028);3885.885225;2.700569349;0.0;0.0;0.0;2.771554928;3901318.493;4100000.0;-1036.502499384079;-1036.502499384079;2.700569349;3838088.80808;0.225088183;3901318.493;;6.0;3901318.493
695;300193;XS2102360315;XS2102360315;Bond;STANDARD CHARTERED PLC (EUR 0.850, 27-Jan-2028);2542.882906;1.768448351;0.0;0.0;0.0;1.818803413;5237709.808;5420000.0;-915.3115015924651;-915.3115015924651;1.768448351;5175788.713732501;0.302191833;5237709.808;;6.0;5237709.808
696;300193;XS2112289207;XS2112289207;Bond;TELEFONICA SA (EUR 0.664, 3-Feb-2030);4676.775873;4.633653382;0.0;0.0;0.0;4.776300366;1787637.479;2000000.0;-805.3082176915848;-805.3082176915848;4.633653382;1737955.240286;0.103138483;1787637.479;;7.0;1787637.479
697;300193;XS2112475509;XS2112475509;Bond;PROLOGIS INC (EUR 0.375, 6-Feb-2028);1257.737393;2.765207396;0.0;0.0;0.0;2.843144901;1214725.877;1300000.0;-329.8495916104573;-329.8495916104573;2.765207396;1192856.6084685002;0.070084112;1214725.877;;6.0;1214725.877
698;300193;XS2114852218;XS2114852218;Bond;COMCAST CORPORATION (EUR 0.250, 20-May-2027);1869.608871;2.073724588;0.0;0.0;0.0;2.129208199;2952494.356;3100000.0;-604.6544102640455;-604.6544102640455;2.073724588;2915789.366452;0.170345383;2952494.356;;7.0;2952494.356
699;300193;XS2115091808;XS2115091808;Bond;IBM CORPORATION (EUR 0.650, 11-Feb-2032);5312.919761;6.49482177;0.0;0.0;0.0;6.717886177;1082919.233;1300000.0;-674.9848480428592;-674.9848480428592;6.49482177;1039266.159944;0.062479473;1082919.233;;8.0;1082919.233
700;300193;XS2117454871;XS2117454871;Bond;TELENOR A/S (EUR 0.875, 14-Feb-2035);17769.51744;9.112054066;0.0;0.0;0.0;9.431323445;1883373.041;2400000.0;-1621.4135670475755;-1621.4135670475755;9.112054066;1779416.09576;0.108661986;1883373.041;;6.0;1883373.041
701;300193;XS2123320033;XS2123320033;Bond;JPMORGAN CHASE & CO. (EUR 0.389, 24-Feb-2028);1941.332463;1.847216529;0.0;0.0;0.0;1.900139479;3724940.753;3900000.0;-679.5788385497955;-679.5788385497955;1.847216529;3678934.3744;0.214911997;3724940.753;;8.0;3724940.753
702;300193;XS2123970167;XS2123970167;Bond;VF CORPORATION (EUR 0.250, 25-Feb-2028);1191.975008;2.77277846;0.0;0.0;0.0;2.898833624;1151361.74;1300000.0;-304.6377717222364;-304.6377717222364;2.77277846;1098673.3203425;0.066428292;1151361.74;;5.0;1151361.74
703;300193;XS2147977636;XS2147977636;Bond;HEINEKEN NV (EUR 2.250, 30-Mar-2030);2005.723134;4.578824607;0.0;0.0;0.0;4.716565521;772089.3151;800000.0;-343.70959058052495;-343.70959058052495;4.578824607;750650.265256;0.044546012;772089.3151;;7.0;772089.3151
704;300193;XS2151069775;XS2151069775;Bond;LLOYDS BANKING GROUP PLC (EUR 2.375, 9-Apr-2026);610.3339165;0.9765432;0.0;0.0;0.0;1.001420339;3166446.589;3100000.0;-307.204418598678;-307.204418598678;0.9765432;3145835.418225;0.182689445;3166446.589;;7.0;3166446.589
705;300193;XS2160857798;XS2160857798;Bond;TELSTRA CORPORATION LIMITED (EUR 1.000, 23-Apr-2030);2535.234962;4.758747539;0.0;0.0;0.0;4.905439745;913099.863;1000000.0;-422.13312750838566;-422.13312750838566;4.758747539;887067.70857;0.052681674;913099.863;;6.0;913099.863
706;300193;XS2171713006;XS2171713006;Bond;EUROGRID GMBH (EUR 1.113, 15-May-2032);1741.601528;6.55186852;0.0;0.0;0.0;6.785435401;343143.1233;400000.0;-215.9671407291439;-215.9671407291439;6.55186852;329626.79283;0.019797784;343143.1233;;7.0;343143.1233
707;300193;XS2176534795;XS2176534795;Bond;WUERTH FINACE INT'L NV (EUR 0.750, 22-Nov-2027);2791.80426;2.560798776;0.0;0.0;0.0;2.623667154;3070242.192;3200000.0;-774.1555664362198;-774.1555664362198;2.560798776;3023101.907466;0.177138893;3070242.192;;7.0;3070242.192
708;300193;XS2176621170;XS2176621170;Bond;ING GROEP NV (EUR 2.125, 26-May-2031);354.4336193;0.865506294;0.0;0.0;0.0;0.893726194;2217577.397;2200000.0;-189.87427941975702;-189.87427941975702;0.865506294;2193794.322884;0.127944045;2217577.397;;7.0;2217577.397
709;300193;XS2178833773;XS2178833773;Bond;STELLANTIS NV (EUR 3.875, 5-Jan-2026);212.2650447;0.503715052;0.0;0.0;0.0;0.517034423;2841619.123;2800000.0;-142.69192848208382;-142.69192848208382;0.503715052;2832790.6405720003;0.16394839;2841619.123;;7.0;2841619.123
710;300193;XS2180008513;XS2180008513;Bond;AT&T INC (EUR 2.050, 19-May-2032);4487.646202;6.309663027;0.0;0.0;0.0;6.529045462;928827.9452;1000000.0;-563.7424750780789;-563.7424750780789;6.309663027;893458.925882;0.053589112;928827.9452;;7.0;928827.9452
711;300193;XS2181959110;XS2181959110;Bond;SWISS REINSURANCE CO LTD (EUR 2.714, 4-Jun-2052);4401.217995;6.176077478;0.0;0.0;0.0;6.432199593;934806.8493;1000000.0;-532.8124728412371;-532.8124728412371;6.176077478;862703.673552;0.053934068;934806.8493;;7.0;934806.8493
712;300193;XS2183818637;XS2183818637;Bond;STANDARD CHARTERED PLC (EUR 2.500, 9-Sep-2030);192.2397471;0.430681445;0.0;0.0;0.0;0.443835617;3185922.945;3150000.0;-136.48099600974393;-136.48099600974393;0.430681445;3168954.6321119997;0.183813141;3185922.945;;7.0;3185922.945
713;300193;XS2187689034;XS2187689034;Bond;VOLKSWAGEN AG (EUR 3.500, Perpetual);106.8359383;0.204226218;0.0;0.0;0.0;0.21369863;4510090.411;4400000.0;-91.98977079284091;-91.98977079284091;0.204226218;4504307.6101444;0.260211531;4510090.411;;4.0;4510090.411
714;300193;XS2188805845;XS2188805845;Bond;COVESTRO AG (EUR 1.375, 12-Jun-2030);2278.659268;4.832279556;0.0;0.0;0.0;4.985280949;926310.0;1000000.0;-434.65822157727933;-434.65822157727933;4.832279556;899488.981422;0.053443838;926310.0;;6.0;926310.0
715;300193;XS2194283672;XS2194283672;Bond;INFINEON TECHNOLOGIES AG (EUR 1.125, 24-Jun-2026);950.5627051;1.191197829;0.0;0.0;0.0;1.221596495;3668550.507;3700000.0;-433.8791495820736;-433.8791495820736;1.191197829;3642376.9336980004;0.211658538;3668550.507;;6.0;3668550.507
716;300193;XS2194283839;XS2194283839;Bond;INFINEON TECHNOLOGIES AG (EUR 1.625, 24-Jun-2029);3797.196488;3.938568903;0.0;0.0;0.0;4.055211069;1919911.507;2000000.0;-738.3131729953145;-738.3131729953145;3.938568903;1874572.1889819999;0.110770088;1919911.507;;7.0;1919911.507
717;300193;XS2200175839;XS2200175839;Bond;LOGICOR FINANCING SARL (EUR 1.500, 13-Jul-2026);543.6269461;1.234157158;0.0;0.0;0.0;1.269922373;1986592.055;2000000.0;-243.21294689067727;-243.21294689067727;1.234157158;1970680.519204;0.11461725;1986592.055;;5.0;1986592.055
718;300193;XS2200513070;XS2200513070;Bond;NATIONAL GRID PLC (EUR 0.823, 7-Jul-2032);4477.537141;6.774413443;0.0;0.0;0.0;7.013058858;835490.3014;1000000.0;-542.9654683868818;-542.9654683868818;6.774413443;801494.436316;0.048203958;835490.3014;;7.0;835490.3014
719;300193;XS2221845683;XS2221845683;Bond;MUNICH RE (EUR 1.250, 26-May-2041);9065.788203;5.655587062;0.0;0.0;0.0;5.871770645;2353946.918;2700000.0;-1237.4856126286797;-1237.4856126286797;5.655587062;2188076.32004;0.135811941;2353946.918;;8.0;2353946.918
720;300193;XS2226645278;XS2226645278;Bond;SAMPO HOUSING LOAN BANK (EUR 2.500, 3-Sep-2052);1850.082943;6.461070119;0.0;0.0;0.0;6.729188153;364226.0274;400000.0;-216.33086970806121;-216.33086970806121;6.461070119;334822.04298;0.021014171;364226.0274;;7.0;364226.0274
721;300193;XS2227906208;XS2227906208;Bond;AMERICAN TOWER CORP (EUR 1.000, 15-Jan-2032);10437.04374;6.338646674;0.0;0.0;0.0;6.567105914;2212039.714;2610000.0;-1344.4241818780251;-1344.4241818780251;6.338646674;2120995.61787;0.127624546;2212039.714;;6.0;2212039.714
722;300193;XS2228260043;XS2228260043;Bond;RYANAIR HOLDINGS PLC (EUR 2.875, 15-Sep-2025);25.86310543;0.447890899;0.0;0.0;0.0;0.460273973;406366.8493;400000.0;-18.1505372148275;-18.1505372148275;0.447890899;405244.6087954;0.023445503;406366.8493;;6.0;406366.8493
723;300193;XS2228897158;XS2228897158;Bond;AKELIUS RESIDENTIAL PROPERTY FINANCING BV (EUR 1.000, 17-Jan-2028);2133.829651;2.682301308;0.0;0.0;0.0;2.769308057;2168509.0;2300000.0;-571.5237880689201;-571.5237880689201;2.682301308;2130721.803566;0.125113023;2168509.0;;6.0;2168509.0
724;300193;XS2229470146;XS2229470146;Bond;KONINKLIJKE KPN NV (EUR 0.875, 14-Dec-2032);12901.46202;7.187456086;0.0;0.0;0.0;7.437086544;2156609.178;2600000.0;-1483.0342438969533;-1483.0342438969533;7.187456086;2063364.5982;0.124426458;2156609.178;;6.0;2156609.178
725;300193;XS2231165668;XS2231165668;Bond;SANTO DOMINGO GROUP (EUR 1.500, 16-Sep-2027);4910.268288;2.348121027;0.0;0.0;0.0;2.41731774;6244011.733;6410000.0;-1443.8105869946996;-1443.8105869946996;2.348121027;6148791.18407;0.360250838;6244011.733;;5.0;6244011.733
726;300193;XS2231331344;XS2231331344;Bond;JOHNSON CONTROLS INTERNATIONAL PLC (EUR 1.000, 15-Sep-2032);4745.790684;6.919438727;0.0;0.0;0.0;7.155947864;848467.2603;1000000.0;-562.7023796824534;-562.7023796824534;6.919438727;813219.68715;0.048952669;848467.2603;;6.0;848467.2603
