;Portfolio;Identifier;ISIN;AssetClass;AssetID;DollarRateConvexity1pc;Duration;EquityDelta;FXDelta;InflationDelta1bp;MacaulayDuration;NetExposure;Nominal;RateDelta1bp;SpreadDelta1bp;SpreadDuration;TV;TVPercent;TV_prev;Counterparty;TV_before_stress;LiquidityScore
10;300128;AT0000A324S8;AT0000A324S8;Bond;REPUBLIC OF AUSTRIA (EUR 2.900, 20-Feb-2033);12879.40341;6.941810178;0.0;0.0;0.0;7.145777955;2220884.959;2220000.0;-1439.8312261258536;-1439.8312261258536;6.941810178;2085662.4094424376;0.336203964;2220884.959;;2074143.7596334307;10.0
11;300128;BE0000320292;BE0000320292;Bond;KINGDOM OF BELGIUM (EUR 4.250, 28-Mar-2041);35268.62212;11.64055724;0.0;0.0;0.0;12.06863193;2052875.334;1921000.0;-2129.103468387972;-2129.103468387972;11.64055724;1846071.9574820753;0.310770183;2052875.334;;1829039.1297349716;10.0
12;300128;BE0000333428;BE0000333428;Bond;KINGDOM OF BELGIUM (EUR 3.000, 22-Jun-2034);15790.42644;7.759112333;0.0;0.0;0.0;8.00388734;2140433.251;2117400.0;-1538.4036938686422;-1538.4036938686422;7.759112333;1995013.0183635599;0.324024953;2140433.251;;1982705.7888126108;10.0
13;300128;BE0000336454;BE0000336454;Bond;KINGDOM OF BELGIUM (EUR 1.900, 22-Jun-2038);30771.59639;11.06109484;0.0;0.0;0.0;11.45050181;2113948.63;2500000.0;-2094.919058830419;-2094.919058830419;11.06109484;1910712.0661338589;0.320015635;2113948.63;;1893952.7136632155;10.0
14;300128;BE0000338476;BE0000338476;Bond;KINGDOM OF BELGIUM (EUR 1.600, 22-Jun-2047);71959.02111;16.95792156;0.0;0.0;0.0;17.61081197;2040784.932;3000000.0;-2919.0591693955826;-2919.0591693955826;16.95792156;1744706.8026976238;0.308939903;2040784.932;;1721354.329342459;10.0
15;300128;BE0000343526;BE0000343526;Bond;KINGDOM OF BELGIUM (EUR 2.250, 22-Jun-2057);38051.1605;19.79026127;0.0;0.0;0.0;20.58205331;703283.0553;999999.28;-1139.9848615239882;-1139.9848615239882;19.79026127;585153.1338205077;0.106465015;703283.0553;;576033.2549283158;10.0
16;300128;BE0000346552;BE0000346552;Bond;KINGDOM OF BELGIUM (EUR 1.250, 22-Apr-2033);14180.96909;7.367802949;0.0;0.0;0.0;7.587739862;2222616.439;2500000.0;-1522.8518442539917;-1522.8518442539917;7.367802949;2079083.7006696654;0.336466081;2222616.439;;2066900.8859156335;10.0
17;300128;BE0000353624;BE0000353624;Bond;KINGDOM OF BELGIUM (EUR 0.650, 22-Jun-2071);42847.50699;32.21637608;0.0;0.0;0.0;33.38954776;321879.9958;944700.0;-741.7443506175911;-741.7443506175911;32.21637608;236172.2500047747;0.048727121;321879.9958;;230238.29519983396;10.0
18;300128;BE0000358672;BE0000358672;Bond;KINGDOM OF BELGIUM (EUR 3.300, 22-Jun-2054);9686.13191;17.29964049;0.0;0.0;0.0;17.98578811;229828.8236;252200.0;-334.3394321904792;-334.3394321904792;17.29964049;195938.51905144416;0.03479215;229828.8236;;193263.80359392034;10.0
19;300128;BE0002592708;BE0002592708;Bond;KBC GROEP NV (EUR 4.250, Perpetual);136.7154976;0.541534855;0.0;0.0;0.0;0.555485158;2432274.725;2400000.0;-129.6479354898417;-129.6479354898417;0.541534855;2397194.4851474683;0.368204756;2432274.725;;2394082.9346957123;4.0
20;300128;BE0002963446;BE0002963446;Bond;BELFIUS BANK SA (EUR 4.125, 12-Sep-2029);6969.886855;3.959401871;0.0;0.0;0.0;4.081358335;3408968.767;3200000.0;-1266.8997154350814;-1266.8997154350814;3.959401871;3216194.696973823;0.516059514;3408968.767;;3199725.000673167;7.0
21;300128;BE6321529396;BE6321529396;Bond;ELIA SYSTEM OP SA/NV (EUR 0.875, 28-Apr-2030);4533.539149;4.78335446;0.0;0.0;0.0;4.937142942;1620087.781;1800000.0;-722.7067728172311;-722.7067728172311;4.78335446;1519551.0474782253;0.245253556;1620087.781;;1510878.5662044187;7.0
22;300128;BE6350792089;BE6350792089;Bond;SOLVAY S.A. (EUR 4.250, 3-Oct-2031);9228.68555;5.394732703;0.0;0.0;0.0;5.599264685;2508413.918;2400000.0;-1249.614463263087;-1249.614463263087;5.394732703;2331355.668051929;0.379730926;2508413.918;;2316360.2944927723;7.0
23;300128;CDSB100003448;CDSB100003448;CDS;CDS ITRAXX-Xover 42 20/12/2029 AP DEUT_BK_DE;0.0;4.0;0.0;0.0;0.0;0.0;0.0;-24666750.0;665.609254615305;0.0;0.0;-1667351.182811339;0.0;0.0;;-1664023.1365382625;
24;300128;CDSO100000058;Not Classified;CDS Index Option;AP XOVER EUR S42 350 MS 21/05/2025 A300128;0.0;1.515938655;0.0;0.0;0.0;0.0;327605.3933;65000000.0;-2622.2321973681032;547820.5496006394;-316.7005378;1971881.8829316013;0.049593848;327605.3933;MORGAN STANLEY EUROPE SE;17297746.110762663;
25;300128;CDSO100000059;Not Classified;CDS Index Option;VP XOVER EUR S42 400 MS 21/05/2025 A300128;0.0;1.403379678;0.0;0.0;0.0;0.0;-126674.4359;-65000000.0;1090.953792416982;-272654.04441865423;-350.7363444;-144902.32225896046;-0.019176341;-126674.4359;MORGAN STANLEY EUROPE SE;-7773760.797019194;
26;300128;CSH_CAD_DB;Not Classified;Cash;CAD;0.0;0.0;0.0;322.5730655;0.0;0.0;32257.30655;32257.30655;-0.0;-0.0;0.0;32257.30655;0.004883204;32257.30655;;32257.30655;
27;300128;CSH_DKK_DB;Not Classified;Cash;DKK;0.0;0.0;0.0;7.45595136;0.0;0.0;745.595136;745.595136;-0.0;-0.0;0.0;745.595136;0.00011287;745.595136;;745.595136;
28;300128;CSH_EUR_DB;Not Classified;Cash;EUR;0.0;0.0;0.0;0.0;0.0;0.0;4573221.42;4573221.42;-0.0;-0.0;0.0;4303441.111020482;0.409171945;1870327.0;;4303441.111020482;
29;300128;CSH_GBP_DB;Not Classified;Cash;GBP;0.0;0.0;0.0;3279.541233;0.0;0.0;327954.1233;327954.1233;-0.0;-0.0;0.0;309649.9854548537;0.04964664;327954.1233;;307905.5486287899;
30;300128;CSH_JPY_DB;Not Classified;Cash;JPY;0.0;0.0;0.0;1.011309706;0.0;0.0;101.1309706;101.1309706;-0.0;-0.0;0.0;95.48653714190161;1.53e-05;101.1309706;;94.94860644722077;
31;300128;CSH_SEK_DB;Not Classified;Cash;SEK;0.0;0.0;0.0;94.21103676;0.0;0.0;9421.103676;9421.103676;-0.0;-0.0;0.0;9421.103676;0.001426194;9421.103676;;9421.103676;
32;300128;CSH_USD_DB;Not Classified;Cash;USD;0.0;0.0;0.0;16681.98685;0.0;0.0;1668198.685;1668198.685;-0.0;-0.0;0.0;1575091.337008526;0.252536724;1668198.685;;1566217.939747888;
33;300128;DE0001030708;DE0001030708;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.000, 15-Aug-2030);36301.85299;5.255071777;0.0;0.0;0.0;5.375342566;11083427.99;12517000.0;-5532.2919956063615;-5532.2919956063615;5.255071777;10571787.226853987;1.677841264;11083427.99;;10527528.890889136;10.0
34;300128;DE0001102341;DE0001102341;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 2.500, 15-Aug-2046);116449.0169;15.8103206;0.0;0.0;0.0;16.29280442;3719305.753;4000000.0;-5020.260865357905;-5020.260865357905;15.8103206;3215468.263419945;0.563039221;3719305.753;;3175306.1764970818;10.0
35;300128;DE0001102416;DE0001102416;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.250, 15-Feb-2027);7016.319688;1.840183463;0.0;0.0;0.0;1.876914973;13511426.43;13952300.0;-2442.3008866686473;-2442.3008866686473;1.840183463;13291589.459476095;2.045398664;13511426.43;;13272051.052382745;10.0
36;300128;DE0001102432;DE0001102432;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 1.250, 15-Aug-2048);299232.0984;18.89091353;0.0;0.0;0.0;19.46761875;7096182.192;10000000.0;-11081.860235375376;-11081.860235375376;18.89091353;5954893.28151183;1.074240506;7096182.192;;5866238.399628827;10.0
37;300128;DE0001102465;DE0001102465;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.250, 15-Feb-2029);14539.51188;3.783089855;0.0;0.0;0.0;3.863853347;8054856.176;8653400.0;-2936.778529048721;-2936.778529048721;3.783089855;7786404.023164344;1.219367336;8054856.176;;7762909.794931955;10.0
38;300128;DE0001102481;DE0001102481;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.000, 15-Aug-2050);76828.01795;24.62871896;0.0;0.0;0.0;25.37534966;1218568.0;2600000.0;-2333.7602518419167;-2333.7602518419167;24.62871896;966246.8746332324;0.184470335;1218568.0;;947576.792618497;10.0
39;300128;DE0001102507;DE0001102507;Bond;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.000, 15-Aug-2030);69660.79594;5.254762596;0.0;0.0;0.0;5.375342566;21270850.14;24029700.0;-10616.736831133812;-10616.736831133812;5.254762596;20288961.454743646;3.220042582;21270850.14;;20204027.560094576;10.0
